"site_id","year","kelp","no3","waves"
157,1995,319.25,4.94,3.81225
158,1995,862.5,4.72375,4.283
159,1995,1837.5,4.65,3.80075
160,1995,4062.5,4.64625,3.659
161,1995,12221.25,4.64625,4.98725
162,1995,19426.75,4.605,4.91975
163,1995,12357,4.37875,2.934
164,1995,50482,4.29625,3.37325
165,1995,87925.5,4.245,3.72275
166,1995,9068.5,4.245,2.6415
167,1995,44076,4.2275,3.13425
168,1995,104697.25,4.2175,2.9395
169,1995,161244.25,4.17125,3.3845
170,1995,162114.5,4.19625,2.87075
171,1995,323628.25,4.19125,4.13675
172,1995,70776.25,4.395,3.38025
173,1995,10650.25,3.895,3.36875
174,1995,6650.75,3.89375,2.865
175,1995,4123.25,4.20625,2.4595
176,1995,3298.5,4.30375,2.7995
177,1995,0,4.295,2.94
178,1995,52639.5,4.295,2.90725
179,1995,81977.5,4.30625,3.02825
180,1995,34069.5,3.9,2.8935
181,1995,31898.75,3.9,3.36525
182,1995,64912.75,3.8825,3.11
183,1995,82.25,4.345,3.48225
184,1995,19670.5,3.8975,3.69875
185,1995,42337.25,4.06125,3.533
186,1995,81074.75,4.06125,2.98
187,1995,12021.5,3.88875,3.77275
188,1995,30746.25,3.9475,3.7735
189,1995,54575.25,3.9025,4.06625
190,1995,21027,3.96625,3.04675
191,1995,6513.75,3.9675,3.719
192,1995,5165.25,3.98125,3.3455
193,1995,1428,3.9325,3.519
194,1995,21440,4.145,3.4045
195,1995,32156,4.09625,3.891
196,1995,10620.5,4.1325,3.75175
197,1995,1344.75,4.1475,3.49025
198,1995,23229.5,4.1775,3.54875
199,1995,10036,4.16,4.21775
200,1995,30276.75,4.18625,3.9915
201,1995,68525,4.13375,3.42625
202,1995,70213.75,4.11375,3.6705
203,1995,7393,4.225,2.9375
204,1995,87465.5,4.225,3.44
205,1995,26976.25,4.225,3.385
206,1995,38895.75,4.225,3.4875
207,1995,8769,4.325,3.303
208,1995,77531.75,4.47875,3.0185
209,1995,128906.75,4.42,2.6535
210,1995,12288,5.05375,2.8225
211,1995,3193.75,1.98125,3.321
212,1995,20881.5,1.98125,4.36475
213,1995,29004.25,1.9975,4.85675
214,1995,59194.5,1.96125,3.27375
215,1995,11759,1.96125,3.98075
216,1995,6023.25,4.4725,3.471
217,1995,1885.5,4.42375,3.413
218,1995,37027.875,4.6175,2.797
219,1995,32047.25,4.99625,3.644
220,1995,26832.5,4.9975,2.571
221,1995,4169,5.1475,2.571
222,1995,36751.5,5.1125,2.38525
223,1995,10154,5.1125,2.64725
224,1995,56187,5.1125,2.4175
225,1995,18873.375,3.39625,4.023
226,1995,30975,3.39125,3.41625
227,1995,32252.5,2.2675,2.59625
228,1995,1609,2.1775,2.7705
229,1995,712.5,2.185,2.60975
230,1995,7892.75,2.185,2.26
231,1995,5288,2.18,2.67225
232,1995,266.25,2.20625,2.795
233,1995,1293.5,2.105,3.314
234,1995,493.5,2.09875,3.2145
235,1995,10045.5,2.09875,3.20575
236,1995,0,2.64,3.13575
237,1995,191.25,2.6475,3.41775
238,1995,240.75,2.65625,3.93175
239,1995,7971.75,2.64625,4.7735
240,1995,1332,2.64625,3.46275
241,1995,10091,3.15875,3.56775
242,1995,0,3.3225,4.49925
243,1995,26988.5,3.27625,1.96325
244,1995,12285.25,3.22625,1.99325
245,1995,70612.5,3.2,1.65575
246,1995,122544.25,3.17875,1.5665
247,1995,167860.5,3.175,1.74425
248,1995,139002.5,3.15875,2.151
249,1995,165447.625,3.105,2.1355
250,1995,23801.125,3.08625,1.904
251,1995,13577.75,3.05875,2.3815
252,1995,12264.25,2.5325,2.88125
253,1995,19462.125,2.5325,2.5965
254,1995,11474.25,2.5275,2.4655
255,1995,23960.875,2.5275,2.24475
256,1995,19743.25,2.5175,1.34375
257,1995,15859.375,2.5175,1.644
258,1995,30214.25,2.53875,1.89625
259,1995,2872.25,2.53375,1.73925
260,1995,1478.25,2.51125,2.389
261,1995,12459.5,2.545,2.4265
262,1995,432,1.64375,1.256
263,1995,162.25,1.65,1.2215
264,1995,4015.25,1.65,1.355
265,1995,217343.5,1.63,1.3935
266,1995,89686.75,1.5675,1.4905
267,1995,46533.5,1.59,1.43625
268,1995,58606.75,1.49,1.41725
269,1995,13085.75,1.39125,1.39775
270,1995,27.5,1.3875,1.33375
271,1995,14792.75,1.41875,1.23275
272,1995,21709.5,1.31,1.6565
273,1995,6246.25,1.31875,1.7825
274,1995,214411,1.32375,1.873
275,1995,37936.25,1.3075,1.67975
276,1995,17447.25,1.29625,1.61425
277,1995,15621,1.2775,1.235
278,1995,37980.5,1.2825,1.47125
279,1995,89183.75,1.27125,1.66225
280,1995,55549.5,1.27125,1.5865
281,1995,43135,1.27,1.8095
282,1995,78932.25,1.2675,1.59075
283,1995,208403,1.2675,1.4935
284,1995,71871.5,1.2725,1.3755
285,1995,2164.5,1.1925,1.25775
286,1995,742.5,1.1925,0.98975
287,1995,11501.5,1.2325,1.221
288,1995,7785,1.23,1.2015
289,1995,65487,1.11375,1.384
290,1995,6412,1.17875,1.41775
291,1995,5483.75,1.16625,1.45
292,1995,19341,1.13625,1.4425
293,1995,3958.5,1.13125,1.3355
294,1995,9912,0.6575,0.692
295,1995,3100.25,0.6475,1.17
296,1995,4845.25,0.6725,1.5985
297,1995,8139.25,0.6725,1.447
298,1995,10584,0.87,1.78425
299,1995,0,0.875,1.4805
300,1995,104,0.55,1.4395
301,1995,5661,0.5675,1.41125
302,1995,7862.5,0.4325,1.53425
303,1995,1499.25,0.4325,1.70775
304,1995,467.75,0.4325,1.80275
305,1995,0,0.4325,1.9125
306,1995,3779.25,0.4325,1.753
307,1995,5978.5,0.395,1.457
308,1995,142316.25,0.4675,1.72125
309,1995,40281.75,0.4675,1.55825
310,1995,22015.25,0.4675,1.57975
311,1995,19394.75,0.4725,1.4115
312,1995,51.5,0.46,1.4535
313,1995,2602.5,0.4575,1.47475
314,1995,4457.75,0.4575,1.45575
315,1995,4293,0.34,1.5235
316,1995,1836.5,0.33,0.9575
317,1995,1053.75,0.325,0.90075
318,1995,18143,0.325,0.873
319,1995,8459.5,0.3275,0.923
320,1995,4664,0.3275,0.8975
321,1995,318.75,0.33,1.125
322,1995,1284.25,0.2325,2.1035
323,1995,169.75,0.275,1.9155
324,1995,1313.25,0.2725,2.17725
325,1995,40356,0.2775,2.414
326,1995,33700.25,0.2775,1.76725
327,1995,4145.25,0.2775,2.0885
328,1995,3848.5,0.2675,2.328
329,1995,11908.75,0.2625,1.50775
330,1995,8381.75,0.265,1.92825
331,1995,3722.875,0.26,1.38975
332,1995,14057,0.2625,0.94525
333,1995,26634.375,0.2625,1.31775
334,1995,4620.5,0.2625,1.3165
335,1995,22342.25,0.2625,1.5195
336,1995,8965.375,0.2775,1.63125
337,1995,14532.875,0.2775,1.84325
338,1995,25527.375,0.2775,1.86125
339,1995,12246.625,0.205,1.86525
340,1995,14079,0.19,1.81975
341,1995,25811.625,0.195,1.7995
342,1995,25453.25,0.2,1.665
343,1995,35822,0.1975,1.66875
344,1995,42975,0.165,2.102
345,1995,1148.75,0.3525,1.0905
346,1995,7573.25,0.2825,1.156
347,1995,62099.5,0.2825,1.4295
348,1995,8179,0.285,1.29075
349,1995,10063,0.22,1.307
350,1995,5748.5,0.2225,1.50225
351,1995,6903,0.225,1.77675
352,1995,8264.5,0.1825,1.7815
353,1995,94444.75,0.16,3.05825
354,1995,115442.5,0.16,2.38875
355,1995,152022.5,0.1575,2.57275
356,1995,120187,0.1575,2.96675
357,1995,255095.625,0.1725,2.367
358,1995,469659.625,0.1775,2.47875
359,1995,582698.75,0.1725,2.296
360,1995,415886.375,0.1825,2.519
361,1995,91611,0.18,2.6645
1,1996,18375,7.78,2.52825
2,1996,8816,7.59,3.95875
3,1996,38778.75,7.225,2.774
4,1996,15239.5,7.06,2.68725
5,1996,14753.75,7.0125,2.662
6,1996,160844.25,6.995,2.637
7,1996,67717.5,6.87,2.362
8,1996,66744.625,6.865,2.3695
9,1996,23842.375,6.63,2.294
10,1996,59329.125,6.42,2.10275
11,1996,40621.875,6.39,1.974
12,1996,50848.5,6.39,2.23075
13,1996,95839,6.38,1.9845
14,1996,86390.75,6.225,2.41175
15,1996,61279.25,6.25,1.67175
16,1996,21309.25,6.1225,1.99675
17,1996,257132.25,6.1225,1.76775
18,1996,49978,5.9275,1.73375
19,1996,16746.75,5.9,1.5695
20,1996,13998,5.6625,1.63925
21,1996,8890.5,5.4475,1.688
22,1996,15137.75,6.7125,0.69475
23,1996,16519.25,6.87,1.14125
24,1996,46615.625,6.87,1.09125
25,1996,70239.875,7.0425,2.2235
26,1996,163092.25,6.85,1.81625
27,1996,88285,6.85,2.481
28,1996,91307,6.905,3.2755
29,1996,30436,6.48,3.9785
30,1996,35129.25,6.4925,3.64525
31,1996,160161,6.4575,4.2955
32,1996,2972.5,6.46,4.005
33,1996,32292.75,6.415,4.02875
34,1996,112331.5,6.3625,3.839
35,1996,252737.5,6.3625,4.073
36,1996,440083.75,6.7625,2.59625
37,1996,230270.75,6.7625,3.56225
38,1996,307588.75,6.7625,2.876
39,1996,297618.25,6.7225,2.21375
40,1996,264143.5,7.1675,2.3205
41,1996,315944.75,6.5875,2.07325
42,1996,440069,6.5875,2.32425
43,1996,484029.875,6.6475,2.69325
44,1996,82308.75,6.635,1.71975
45,1996,24366.375,6.6175,1.362
46,1996,73462.625,6.625,2.2055
47,1996,54878.375,6.3775,4.2665
48,1996,369239.75,6.3775,3.6485
49,1996,319289.25,6.53,2.55625
50,1996,178368.375,6.635,2.54
51,1996,58567,6.6075,3.87575
52,1996,94549.25,6.7375,4.71275
53,1996,203322.25,6.6625,4.1735
54,1996,250777.625,7.5375,3.3475
55,1996,354913.5,8.2125,3.0295
56,1996,38783.875,8.2125,3.9525
57,1996,311394.5,8.94,3.8405
58,1996,260186.625,9.81,3.47075
59,1996,408173.625,9.81,3.69875
60,1996,396701.25,9.81,3.8555
61,1996,17682.875,8.8575,4.21325
62,1996,118116.375,8.855,3.61975
63,1996,128322.375,8.855,4.218
64,1996,593744.875,8.855,3.21175
65,1996,66938.75,8.4275,3.95225
66,1996,103647,8.92,3.906
67,1996,58999.625,8.625,3.46725
68,1996,51466.75,8.625,3.845
69,1996,61305.5,8.7225,4.3715
70,1996,293567,8.7025,3.896
71,1996,576400.5,9.1575,3.435
72,1996,144127,9.1575,3.45925
73,1996,125609.25,9.1325,4.035
74,1996,1737.875,9.01,4.27825
75,1996,42943,9.1925,4.6295
76,1996,623405.375,9.2375,3.63925
77,1996,709537.375,9.25,3.43775
78,1996,1894931,9.235,5.17425
79,1996,2117986.75,9.2625,5.5225
80,1996,1310100.75,9.435,4.0795
81,1996,252327.25,9.415,3.55675
82,1996,544944,8.9325,3.679
83,1996,598860,8.915,3.46025
84,1996,51840.25,7.9825,2.20975
85,1996,153064.25,7.9525,2.0065
86,1996,93120,7.92,2.087
87,1996,667770.5,7.7625,1.96025
88,1996,122561.375,8.0175,2.11525
89,1996,239084.25,7.985,2.2955
90,1996,51521.75,8.0225,2.39175
91,1996,375724.75,8.0225,2.258
92,1996,466856.25,8.015,1.947
93,1996,386540.25,8.2025,1.58175
94,1996,560057.5,8.2025,2.00725
95,1996,168839,8.2475,1.95175
96,1996,86117.625,8.2475,2.279
97,1996,37257.625,8.195,2.77225
98,1996,112763.125,7.7075,2.605
99,1996,144169.375,7.6725,2.1125
100,1996,70053.75,7.6725,2.35875
101,1996,168274,7.485,2.8445
102,1996,220012.125,7.2775,2.6605
103,1996,167223.75,7.31,2.87875
104,1996,378480.75,6.94,3.37075
105,1996,627171.25,6.94,2.92975
106,1996,661208,7,3.19375
107,1996,293313.75,6.985,2.63325
108,1996,332280,6.985,2.94575
109,1996,306484.5,6.985,3.80675
110,1996,21216.5,6.8975,3.2055
111,1996,318334.75,6.8975,3.004
112,1996,437974.25,6.8775,2.68475
113,1996,355890.875,6.63,2.2285
114,1996,127928.625,6.7375,2.73025
115,1996,159295,6.6725,3.34425
116,1996,286683.25,6.5625,3.65075
117,1996,389188.25,6.565,3.67775
118,1996,46993,6.425,3.4075
119,1996,241639,6.355,3.5055
120,1996,682370.75,6.355,3.265
121,1996,78308.375,6.63,3.23125
122,1996,25452.75,6.7175,2.29675
123,1996,31902.625,6.925,2.70125
124,1996,78664.875,7.285,2.55675
125,1996,4428,7.32,2.15625
126,1996,148856.75,7.2825,2.79975
127,1996,300805,7.2825,2.54075
128,1996,194033.5,7.35,2.5425
129,1996,48672.5,7.495,2.75525
130,1996,331950,7.4875,2.85025
131,1996,341728.75,7.505,3.14625
132,1996,81002.375,6.5875,3.493
133,1996,54203,6.1925,3.8495
134,1996,251872.625,6.3375,3.184
135,1996,160505.5,6.395,3.77925
136,1996,24579.5,6.3975,3.804
137,1996,15060.25,6.4025,3.87175
138,1996,7513,6.405,4.65025
139,1996,14144.625,6.2325,3.24175
140,1996,176358.875,6.2325,2.89525
141,1996,165598.25,6.2475,3.29425
142,1996,234345,6.2475,3.024
143,1996,14893.625,6.2475,3.189
144,1996,47889.125,6.2475,2.70525
145,1996,173978.75,6.1675,3.00075
146,1996,183171.125,5.8675,2.95175
147,1996,164946.5,5.865,2.97425
148,1996,305190.375,5.865,3.4565
149,1996,6129.125,5.865,3.16775
150,1996,66389.375,5.865,3.71475
151,1996,21055.75,5.8875,3.1955
152,1996,2337.75,6.215,3.16125
153,1996,8819.625,6.295,3.04325
154,1996,31635.25,6.32,2.956
155,1996,1945.5,6.3275,3.177
156,1996,13405.25,6.79,3.754
157,1996,5026,6.4325,3.32775
158,1996,1522.375,6.495,3.77525
159,1996,2437.625,6.4775,3.246
160,1996,3656.25,6.5125,3.01975
161,1996,13171.125,6.5125,4.0445
162,1996,14902.25,6.5325,4.19225
163,1996,9103.5,6.0425,2.452
164,1996,56919.25,6.1475,2.7235
165,1996,55611.875,6.1475,3.0705
166,1996,11801.25,6.1475,2.23275
167,1996,20520,6.095,2.68425
168,1996,112598.625,6.075,2.48525
169,1996,225363.625,6.1375,2.72275
170,1996,152743,6.095,2.33975
171,1996,251011.125,6.0975,3.29325
172,1996,82271.875,6.4125,2.68475
173,1996,8046.25,5.865,2.6955
174,1996,30461.375,5.8225,2.294
175,1996,46916.375,5.9875,1.9685
176,1996,26838.625,5.88,2.2105
177,1996,1139.25,5.7825,2.30425
178,1996,102034.25,5.7825,2.3275
179,1996,147642.375,5.6775,2.47325
180,1996,97908.625,5.6,2.32475
181,1996,110423.375,5.61,2.66375
182,1996,123867.375,5.5625,2.51325
183,1996,249.75,5.5525,2.75575
184,1996,27795.25,5.6125,2.95375
185,1996,45574.875,5.4825,2.93875
186,1996,73129.375,5.4825,2.4675
187,1996,6255.125,5.49,3.104
188,1996,31867.125,5.3925,3.0565
189,1996,92615.5,5.265,3.36325
190,1996,41734.375,5.2675,2.54925
191,1996,27729.625,5.2525,2.99775
192,1996,15367.875,5.37,2.71825
193,1996,9767.75,5.3425,2.90175
194,1996,31810.25,5.245,2.79475
195,1996,70045.25,5.4025,3.18175
196,1996,32063.25,5.4275,3.083
197,1996,30898.625,5.4225,2.877
198,1996,46208.375,5.4225,2.888
199,1996,23451.5,5.49,3.321
200,1996,40720,5.38,3.18475
201,1996,74034.375,5.3675,2.79625
202,1996,48695.25,5.3625,2.96375
203,1996,20809.5,5.3175,2.36975
204,1996,119525.5,5.3175,2.6465
205,1996,34282.875,5.3175,2.61475
206,1996,10309.875,5.3225,2.774
207,1996,2932.5,5.2925,2.607
208,1996,101858.625,5.14,2.4465
209,1996,206872.5,4.94,2.13725
210,1996,8722.75,5.25,2.3075
211,1996,4402,5.105,2.8785
212,1996,29216.5,5.105,3.81
213,1996,27601.25,5.21,4.03025
214,1996,42595.25,5.125,2.76725
215,1996,16054,5.1375,3.4595
216,1996,4423.25,5.58,2.80175
217,1996,943.75,5.62,2.68175
218,1996,106302.625,5.8125,2.25225
219,1996,77441.625,5.8425,2.99425
220,1996,27904.25,5.8425,2.113
221,1996,2638.75,5.8175,2.113
222,1996,112107.75,5.79,1.84
223,1996,77168.875,5.79,2.129
224,1996,70211.5,5.79,2.026
225,1996,16452.875,4.255,3.39675
226,1996,17783.625,4.425,2.92625
227,1996,31114.5,4.295,2.08
228,1996,1520.75,4.0825,2.183
229,1996,103.5,4.0525,2.144
230,1996,243.75,4.0525,1.8305
231,1996,1227.25,4.0425,2.10075
232,1996,13146.75,4.245,2.163
233,1996,1645.5,4.12,2.57025
234,1996,3607.5,4.09,2.516
235,1996,11895.75,4.09,2.529
236,1996,6187.25,4.1075,2.47775
237,1996,603.25,4.1725,2.757
238,1996,22981.25,3.9675,3.15075
239,1996,63831.25,3.925,3.737
240,1996,111026.75,3.925,2.79525
241,1996,26745.25,3.5375,2.84875
242,1996,0,3.2175,3.725
243,1996,34005.75,2.955,1.5485
244,1996,35011.75,2.975,1.53975
245,1996,106475,2.925,1.33375
246,1996,102052,2.91,1.27625
247,1996,76385.5,2.87,1.386
248,1996,59871.75,2.7275,1.65575
249,1996,42075.25,2.72,1.6325
250,1996,31396.5,2.535,1.5385
251,1996,39821,2.47,1.8015
252,1996,20063.75,2.445,2.2015
253,1996,32664.25,2.455,1.98675
254,1996,65594.5,2.4125,1.875
255,1996,32007,2.4125,1.73225
256,1996,40663.5,2.4425,1.09325
257,1996,58562.25,2.455,1.26225
258,1996,22996.25,2.3125,1.39825
259,1996,7549.5,2.4275,1.33725
260,1996,9969.75,2.35,1.79675
261,1996,20446,2.2825,1.88375
262,1996,2938.25,1.4825,1.0055
263,1996,3769.5,1.68,0.98125
264,1996,9971.25,1.68,1.07925
265,1996,121447.75,1.4075,1.1105
266,1996,54145.25,1.5975,1.17925
267,1996,31428.5,1.415,1.14525
268,1996,30210.25,1.3775,1.13175
269,1996,21069,1.37,1.09425
270,1996,15331,1.3225,1.06425
271,1996,15547.25,1.3375,0.99125
272,1996,6992.75,1.2275,1.2995
273,1996,2277.5,1.2175,1.40775
274,1996,22295,1.2,1.49225
275,1996,38433,1.215,1.322
276,1996,2917.25,1.25,1.35325
277,1996,248.5,1.2275,1.11975
278,1996,226.25,1.13,1.194
279,1996,6359.25,1.1725,1.35925
280,1996,7032.25,1.1725,1.29425
281,1996,1114.75,1.1375,1.488
282,1996,27954.5,1.13,1.3005
283,1996,60499,1.12,1.2165
284,1996,77425.5,1.0675,1.12375
285,1996,0,1.0275,1.038
286,1996,172.5,1.0275,0.79775
287,1996,12633.75,0.9925,0.9495
288,1996,1447,0.975,0.95125
289,1996,907,0.95,1.0895
290,1996,1147.5,0.9275,1.164
291,1996,4918.25,0.905,1.19025
292,1996,11470,0.9,1.21025
293,1996,9734.875,0.915,1.10775
294,1996,60.25,0.7475,0.6115
295,1996,2909.75,0.725,0.9575
296,1996,30222.5,0.7025,1.22025
297,1996,91587.25,0.7025,1.10975
298,1996,841,0.655,1.35825
299,1996,877,0.5775,1.2255
300,1996,133.75,0.555,1.2155
301,1996,10523,0.5425,1.202
302,1996,6314.75,0.315,1.32075
303,1996,9217.75,0.315,1.45225
304,1996,9194.25,0.3125,1.5665
305,1996,369.25,0.3125,1.64325
306,1996,26294.25,0.3125,1.496
307,1996,27830.5,0.255,1.25125
308,1996,79027.25,0.2575,1.45325
309,1996,38656.25,0.28,1.334
310,1996,38952,0.28,1.331
311,1996,46575.5,0.28,1.22075
312,1996,8527.75,0.2775,1.2415
313,1996,7176.5,0.28,1.26125
314,1996,6843.5,0.2775,1.2305
315,1996,15658.5,0.2725,1.28425
316,1996,28487.75,0.275,0.86325
317,1996,8321.75,0.2825,0.77825
318,1996,84185.25,0.3,0.76
319,1996,30124.5,0.3,0.81875
320,1996,14193,0.3,0.79275
321,1996,51117.75,0.305,0.94225
322,1996,1417,0.2225,1.711
323,1996,10522.25,0.2225,1.574
324,1996,48,0.2225,1.79675
325,1996,4530.25,0.225,1.9395
326,1996,2037.25,0.225,1.49875
327,1996,345,0.225,1.73125
328,1996,1008,0.1925,1.835
329,1996,1105.25,0.1875,1.2005
330,1996,2713.25,0.175,1.57025
331,1996,750.25,0.175,1.14425
332,1996,3232.5,0.1775,0.7785
333,1996,4912,0.175,1.029
334,1996,2202.75,0.17,1.0555
335,1996,24484,0.1725,1.25125
336,1996,7211.25,0.175,1.33825
337,1996,31035.5,0.175,1.49625
338,1996,13343,0.175,1.51325
339,1996,4972.75,0.215,1.51675
340,1996,9567.25,0.2,1.49075
341,1996,4757,0.205,1.472
342,1996,20251.25,0.215,1.365
343,1996,25009,0.21,1.3655
344,1996,14676,0.235,1.6945
345,1996,1025.5,0.1625,1.009
346,1996,11687.5,0.16,1.07425
347,1996,4979.5,0.16,1.27925
348,1996,741.5,0.1625,1.16925
349,1996,8079.5,0.155,1.157
350,1996,2471,0.16,1.31575
351,1996,1041,0.1375,1.49625
352,1996,19051.75,0.1375,1.52675
353,1996,19733.125,0.1275,2.567
354,1996,52307.75,0.13,2.05
355,1996,121445.75,0.13,2.1945
356,1996,66086.5,0.1275,2.51525
357,1996,55248.75,0.125,2.04725
358,1996,93581.5,0.1275,2.1255
359,1996,226558.125,0.125,1.9795
360,1996,237943,0.1275,2.1825
361,1996,71496,0.1275,2.242
1,1997,14196.25,6.505,2.7635
2,1997,15182,6.46,4.2335
3,1997,38898,5.9925,2.95025
4,1997,11602.75,6.205,2.85775
5,1997,7334.75,5.6725,2.82625
6,1997,104434.5,5.6375,2.7925
7,1997,73115.75,5.3525,2.5095
8,1997,79248,5.3075,2.54475
9,1997,22859.5,5.1925,2.49175
10,1997,40074.25,5.2,2.2325
11,1997,45687.5,5.21,2.125
12,1997,39255.25,5.2075,2.42625
13,1997,77168.75,5.19,2.15175
14,1997,84842.25,4.98,2.57275
15,1997,61245.75,5.0275,1.853
16,1997,10169,5.0475,2.159
17,1997,115469.5,5.0475,1.883
18,1997,16592.25,5.02,1.826
19,1997,5667.75,5.04,1.681
20,1997,8027.75,4.9625,1.74925
21,1997,2881,4.9275,1.8175
22,1997,24132.75,5.48,0.71475
23,1997,55736.75,5.2725,1.235
24,1997,72880.5,5.2725,1.1735
25,1997,114903.5,5.3775,2.39775
26,1997,191295,5.085,1.934
27,1997,31903,5.085,2.6345
28,1997,23786.75,5.255,3.5205
29,1997,25198.75,5.2825,4.28525
30,1997,19937,5.2725,3.8145
31,1997,212351.25,5.405,4.6655
32,1997,1269,5.4075,4.32625
33,1997,18241,5.385,4.3845
34,1997,165849,5.495,4.13875
35,1997,324956.25,5.495,4.2695
36,1997,364659.75,6.175,2.73925
37,1997,165610,6.175,3.78075
38,1997,460051.75,6.175,3.03975
39,1997,465833,6.12,2.31075
40,1997,297094.5,6.17,2.48975
41,1997,255966.5,6.405,2.238
42,1997,516315.75,6.405,2.44275
43,1997,508407,6.425,2.90775
44,1997,96864.25,6.235,1.809
45,1997,28839.75,6.1325,1.457
46,1997,74321.5,6.1325,2.3455
47,1997,50456.25,5.59,4.47675
48,1997,267995.25,5.59,3.95525
49,1997,315909,5.9775,2.6735
50,1997,125533.25,6.1325,2.727
51,1997,61175,6.1325,4.1565
52,1997,135828.75,5.975,4.96375
53,1997,146832.25,5.885,4.4935
54,1997,198467.5,6.7375,3.56125
55,1997,268998,6.7175,3.181
56,1997,23844.75,6.7175,4.2755
57,1997,226442.5,6.6925,4.176
58,1997,205803,7.32,3.713
59,1997,344450.75,7.32,3.98125
60,1997,253090.5,7.32,4.1395
61,1997,18259.25,7.7025,4.5155
62,1997,82259.25,7.5625,3.85875
63,1997,74276,7.5625,4.514
64,1997,335438.5,7.5625,3.45825
65,1997,70953.25,6.9825,4.21
66,1997,67441.5,7.1925,4.242
67,1997,35361.25,6.6325,3.749
68,1997,54778.25,6.6325,4.11125
69,1997,51159.25,6.935,4.739
70,1997,143110,6.89,4.2015
71,1997,273963.25,7.5425,3.708
72,1997,97303.5,7.5425,3.74075
73,1997,42961.5,7.5175,4.452
74,1997,1398.75,7.1,4.59
75,1997,24161.25,6.8775,5.03875
76,1997,585068.5,6.9975,3.88925
77,1997,564717.75,6.845,3.69675
78,1997,1277432.5,6.8025,5.62975
79,1997,1374995.5,6.6225,5.96225
80,1997,702241,6.7525,4.45625
81,1997,155733,6.7225,3.78725
82,1997,243010.5,6.565,3.98375
83,1997,261615,6.555,3.758
84,1997,96525.25,6.4625,2.3545
85,1997,224654.5,6.3475,2.13575
86,1997,171261.75,6.2475,2.22675
87,1997,744743.25,6.2475,2.06925
88,1997,153089.75,6.13,2.24075
89,1997,166619,6.075,2.42475
90,1997,123220,5.935,2.5325
91,1997,347951.25,5.935,2.382
92,1997,490686.75,5.935,2.0595
93,1997,371065.75,6.115,1.691
94,1997,550750.75,6.115,2.13575
95,1997,174559.25,6.115,2.05875
96,1997,118281,6.115,2.40575
97,1997,63114.5,6.12,2.91075
98,1997,144796.5,5.455,2.739
99,1997,122332.75,5.475,2.23175
100,1997,80158.5,5.475,2.447
101,1997,133121.75,5.5175,3.03
102,1997,220788.5,6.0525,2.7985
103,1997,282228.25,5.5075,3.02425
104,1997,270761.5,5.555,3.53925
105,1997,460192.5,5.555,3.1065
106,1997,646225.5,5.5425,3.4115
107,1997,255963.75,5.5375,2.78475
108,1997,393454.25,5.5375,3.099
109,1997,361185.25,5.5375,3.99375
110,1997,58226.5,5.7625,3.4295
111,1997,286605.75,5.7625,3.19175
112,1997,485938.75,5.7525,2.85475
113,1997,361162.75,5.9425,2.376
114,1997,229491.25,5.8675,2.86325
115,1997,130923.5,5.9175,3.4895
116,1997,334039.75,6.01,3.90625
117,1997,283568.25,6.12,3.91125
118,1997,57723.75,6.0725,3.6455
119,1997,214264.75,6.5225,3.749
120,1997,492573.5,6.5225,3.59075
121,1997,95340,6.39,3.543
122,1997,69206.75,6.3775,2.41925
123,1997,64558.75,6.715,2.87575
124,1997,104217.75,7.0525,2.75775
125,1997,23856.25,7.175,2.26125
126,1997,177797.75,7.1275,2.9945
127,1997,315075.5,7.1275,2.71725
128,1997,202604,7.0475,2.6965
129,1997,77950,6.86,2.919
130,1997,269058,6.7925,3.0275
131,1997,434228.75,6.7925,3.33275
132,1997,230451,6.435,3.7055
133,1997,142989.75,6.205,4.083
134,1997,222746.75,6.1225,3.46675
135,1997,146189.25,5.795,4.1275
136,1997,23917,5.76,3.98775
137,1997,66738,5.7875,4.16275
138,1997,26032,5.7525,4.99425
139,1997,41152.75,5.2525,3.448
140,1997,407121,5.2525,3.09175
141,1997,250810.25,5.385,3.538
142,1997,249413.25,5.385,3.2535
143,1997,82580.75,5.355,3.41825
144,1997,121706,5.355,2.9445
145,1997,559752.5,5.2725,3.1485
146,1997,364604.5,5.235,3.107
147,1997,86354.75,5.235,3.16925
148,1997,137857.25,5.235,3.74175
149,1997,45139.75,5.235,3.37775
150,1997,242648.25,5.235,3.94975
151,1997,99381.25,5.255,3.44225
152,1997,6215,5.68,3.3725
153,1997,39908.75,5.825,3.237
154,1997,118423,5.6825,3.11175
155,1997,27828,5.6825,3.37825
156,1997,38529.25,5.5775,4.0945
157,1997,4641,5.43,3.615
158,1997,13605.25,5.3775,4.06225
159,1997,51333.5,5.42,3.45125
160,1997,2089.5,5.435,3.2215
161,1997,10544,5.435,4.21275
162,1997,5152.75,5.415,4.515
163,1997,25450.25,5.06,2.59675
164,1997,115838,5.0675,2.89325
165,1997,175899.75,5.0675,3.29925
166,1997,67313.25,5.0675,2.3995
167,1997,149994.25,5.0675,2.90925
168,1997,252438,5.0375,2.674
169,1997,442655.75,4.8925,2.84525
170,1997,242249,4.7375,2.44025
171,1997,385769.5,4.7375,3.565
172,1997,216682.25,4.52,2.814
173,1997,26002.25,4.49,2.85875
174,1997,81807,4.4525,2.4205
175,1997,98079,4.1575,2.0965
176,1997,65154.5,4.02,2.36875
177,1997,7051.25,3.98,2.44325
