"YEAR","MONTH","DATE","SITE","TRANSECT","SP_CODE","SIZE","COUNT","AREA","NOTES","SCIENTIFIC_NAME","COMMON_NAME","TAXON_KINGDOM","TAXON_PHYLUM","TAXON_CLASS","TAXON_ORDER","TAXON_FAMILY","TAXON_GENUS","GROUP","SURVEY","MOBILITY","GROWTH_MORPH"
2012,11,"2012-11-06","IVEE",3,"SFL",10,3,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2012,11,"2012-11-15","MOHK",2,"SFL",4,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2012,11,"2012-11-15","MOHK",2,"SFL",5,3,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2012,11,"2012-11-15","MOHK",2,"SFL",6,16,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2012,11,"2012-11-15","MOHK",2,"SFL",7,18,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2012,11,"2012-11-15","MOHK",2,"SFL",8,12,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2012,11,"2012-11-15","MOHK",2,"SFL",9,3,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2012,11,"2012-11-15","MOHK",2,"SFL",10,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2012,11,"2012-11-06","NAPL",3,"SFL",2.5,3,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2012,11,"2012-11-06","NAPL",3,"SFL",3,5,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2012,11,"2012-11-06","NAPL",3,"SFL",4,7,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2012,11,"2012-11-06","NAPL",3,"SFL",5,8,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2012,11,"2012-11-06","NAPL",3,"SFL",6,18,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2012,11,"2012-11-06","NAPL",3,"SFL",7,3,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2012,11,"2012-11-06","NAPL",3,"SFL",8,7,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2012,11,"2012-11-06","NAPL",3,"SFL",10,3,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2012,11,"2012-11-06","NAPL",3,"SFL",11,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-11","MOHK",2,"SFL",5.5,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-11","MOHK",2,"SFL",6.5,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-11","MOHK",2,"SFL",7,5,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-11","MOHK",2,"SFL",7.5,5,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-11","MOHK",2,"SFL",8,7,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-11","MOHK",2,"SFL",8.5,7,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-11","MOHK",2,"SFL",9,10,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-11","MOHK",2,"SFL",9.5,7,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-11","MOHK",2,"SFL",10,2,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-12","NAPL",3,"SFL",4.5,3,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-12","NAPL",3,"SFL",5,5,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-12","NAPL",3,"SFL",5.5,3,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-12","NAPL",3,"SFL",6,6,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-12","NAPL",3,"SFL",6.5,12,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-12","NAPL",3,"SFL",7,10,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-12","NAPL",3,"SFL",7.5,7,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-12","NAPL",3,"SFL",8,7,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-12","NAPL",3,"SFL",8.5,8,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-12","NAPL",3,"SFL",9,10,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-12","NAPL",3,"SFL",9.5,2,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-12","NAPL",3,"SFL",10,2,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-13","AQUE",4,"SFL",3,7,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-13","AQUE",4,"SFL",4,5,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-13","AQUE",4,"SFL",5,11,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-13","AQUE",4,"SFL",6,21,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-13","AQUE",4,"SFL",7,12,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-13","AQUE",4,"SFL",8,7,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-13","AQUE",4,"SFL",9,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-14","CARP",7,"SFL",2.5,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-14","CARP",7,"SFL",3,8,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-14","CARP",7,"SFL",3.5,7,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-14","CARP",7,"SFL",4,6,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-14","CARP",7,"SFL",4.5,10,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-14","CARP",7,"SFL",5,8,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-14","CARP",7,"SFL",5.5,10,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-21","IVEE",3,"SFL",3,4,80,"Sean Marks","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-21","IVEE",3,"SFL",3.5,3,80,"Sean Marks","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-21","IVEE",3,"SFL",4,11,80,"Sean Marks","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-21","IVEE",3,"SFL",5,13,80,"Sean Marks","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-21","IVEE",3,"SFL",5.5,3,80,"Sean Marks","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-21","IVEE",3,"SFL",6,2,80,"Sean Marks","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-21","IVEE",3,"SFL",6.5,3,80,"Sean Marks","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-21","IVEE",3,"SFL",7,5,80,"Sean Marks","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-21","IVEE",3,"SFL",8,10,80,"Sean Marks","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-21","IVEE",3,"SFL",8.5,3,80,"Sean Marks","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-21","IVEE",3,"SFL",9,2,80,"Sean Marks","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-21","IVEE",3,"SFL",9.5,3,80,"Sean Marks","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,2,"2013-02-21","IVEE",3,"SFL",10,1,80,"Sean Marks","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-15","NAPL",3,"SFL",3,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-15","NAPL",3,"SFL",3.5,2,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-15","NAPL",3,"SFL",4,5,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-15","NAPL",3,"SFL",4.5,6,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-15","NAPL",3,"SFL",5,6,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-15","NAPL",3,"SFL",5.5,3,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-15","NAPL",3,"SFL",6,3,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-15","NAPL",3,"SFL",6.5,7,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-15","NAPL",3,"SFL",7,7,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-15","NAPL",3,"SFL",7.5,3,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-15","NAPL",3,"SFL",8,7,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-15","NAPL",3,"SFL",8.5,8,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-15","NAPL",3,"SFL",10,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-14","IVEE",3,"SFL",2.5,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-14","IVEE",3,"SFL",3,5,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-14","IVEE",3,"SFL",3.5,6,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-14","IVEE",3,"SFL",4,2,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-14","IVEE",3,"SFL",4.5,5,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-14","IVEE",3,"SFL",5,5,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-14","IVEE",3,"SFL",5.5,5,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-14","IVEE",3,"SFL",6,5,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-14","IVEE",3,"SFL",6.5,5,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-14","IVEE",3,"SFL",7,4,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-14","IVEE",3,"SFL",7.5,5,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-14","IVEE",3,"SFL",8,6,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-14","IVEE",3,"SFL",8.5,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-20","CARP",7,"SFL",2.5,2,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-20","CARP",7,"SFL",3,9,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-20","CARP",7,"SFL",3.5,8,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-20","CARP",7,"SFL",4,9,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-20","CARP",7,"SFL",4.5,4,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-20","CARP",7,"SFL",5,5,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-20","CARP",7,"SFL",5.5,6,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-20","CARP",7,"SFL",6,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-20","CARP",7,"SFL",7,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-20","CARP",7,"SFL",7.5,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-20","CARP",7,"SFL",8,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-20","CARP",7,"SFL",9,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-20","CARP",7,"SFL",9.5,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-20","CARP",7,"SFL",10.5,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-21","AQUE",4,"SFL",3,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-21","AQUE",4,"SFL",4,2,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-21","AQUE",4,"SFL",5,9,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2013,5,"2013-05-21","AQUE",4,"SFL",5.5,3,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
