Site,Year,Season,NPP_dry,NPP_carbon,NPP_nitrogen,Growth_rate_dry,Growth_rate_carbon,Growth_rate_nitrogen,SE_NPP_dry,SE_NPP_carbon,SE_NPP_nitrogen,SE_growth_rate_dry,SE_growth_rate_carbon,SE_growth_rate_nitrogen
AQUE,2017,4-Autumn,0.003830977,0.0012453732,0.0000440395,0.0354452465,0.0366287894,0.0377267802,0.000527987,0.0001784588,7.8384865E-6,0.0039587196,0.0040418149,0.0044988513
AQUE,2018,1-Winter,0.0034228618,0.0009700032,0.0000715966,0.026252221,0.0260320079,0.0356633345,0.0003167788,0.0001072838,0.0000106819,0.0018424482,0.0019011668,0.0027007754
AQUE,2018,2-Spring,0.0048997592,0.0014207357,0.0001203108,0.0251649882,0.0259125509,0.0268536007,0.0005914787,0.0001925887,0.0000204793,0.0021642057,0.0023308575,0.0028457699
AQUE,2018,3-Summer,0.0036953852,0.0011278299,0.000056916,0.0275246119,0.0271551863,0.0208893487,0.0004667085,0.0001498995,0.0000123588,0.0029639146,0.0030575514,0.0035128069
AQUE,2018,4-Autumn,0.0039349298,0.0011851141,0.0000450029,0.0472201061,0.0472433567,0.046965531,0.0005871005,0.0001839429,8.2440935E-6,0.006198864,0.0062203199,0.0065126638
AQUE,2019,1-Winter,0.0020031363,0.0006730387,0.0000381916,0.0486331946,0.0495369017,0.0543866137,0.0003303685,0.0001121045,6.7014819E-6,0.0068342578,0.006858508,0.007096062
AQUE,2019,2-Spring,0.0019249598,0.0006200383,0.0000508604,0.0357324358,0.0358205919,0.0371838671,0.0002604377,0.000092644,9.8198259E-6,0.0030903011,0.0032639437,0.0039447723
AQUE,2019,3-Summer,0.0043275007,0.0012893631,0.0000641437,0.0383076405,0.0385469185,0.0425563143,0.0004572315,0.0001474377,9.5471242E-6,0.0030392336,0.0032243608,0.0037960834
AQUE,2019,4-Autumn,0.0092020581,0.0034584243,0.0001444217,0.059382934,0.0625349735,0.0604120466,0.0011440936,0.0004513682,0.0000223631,0.0063973121,0.0064840129,0.0066511585
AQUE,2020,1-Winter,0.0056250491,0.0017979521,0.0001030698,0.0403768615,0.036414076,0.0391160922,0.0006545659,0.0002355942,0.0000155189,0.0044336513,0.0044153638,0.0049223531
AQUE,2020,3-Summer,0.0086829124,0.002363266,0.0001364706,0.0342332755,0.0341585451,0.0354489388,0.0008441097,0.0002419807,0.0000201021,0.0026193304,0.0026395098,0.0029446572
AQUE,2020,4-Autumn,0.0075556613,0.0020935882,0.0000979343,0.0393348668,0.0387895359,0.0419947688,0.0011374191,0.0003315965,0.0000180005,0.0056901818,0.005756292,0.0059253167
AQUE,2021,1-Winter,0.0010187736,0.0002819443,0.0000208755,0.0424098083,0.0441478542,0.0462923794,0.0002375677,0.000062423,4.6562763E-6,0.0064092641,0.0064613494,0.006702054
AQUE,2021,2-Spring,0.0012718702,0.0003914562,0.0000271431,0.0410222987,0.0414732203,0.039454576,0.0000996703,0.0000355199,4.2950159E-6,0.003199792,0.0033165882,0.0036970748
AQUE,2021,3-Summer,0.0055198362,0.0016766928,0.000066462,0.0735105818,0.0732269958,0.0650008071,0.0009165738,0.0002907988,0.0000144053,0.0110106367,0.0110297674,0.0112748131
AQUE,2021,4-Autumn,0.0028065582,0.000777577,0.000039856,0.0527240924,0.0517901758,0.0582097486,0.0004240201,0.0001235154,6.7578659E-6,0.0076471146,0.0077275972,0.0078281396
AQUE,2022,1-Winter,0.0022481647,0.0006136917,0.0000442119,0.0366872924,0.0364583343,0.0409178575,0.0002535908,0.0000741865,6.4806145E-6,0.0033236502,0.0034501524,0.0036522528
AQUE,2022,2-Spring,0.003745167,0.0010123319,0.0000821503,0.035112777,0.0352493193,0.0337511842,0.0004520832,0.0001276046,0.0000143318,0.0026618404,0.0027220271,0.0033128203
AQUE,2022,3-Summer,0.0035912355,0.0010042638,0.0000607335,0.0216707796,0.0221989608,0.0208298739,0.000499202,0.0001435074,0.0000124787,0.0023531669,0.0024687408,0.0029367435
AQUE,2022,4-Autumn,0.0026536099,0.0008674995,0.0000519869,0.0249777367,0.0263427497,0.025276868,0.0004898703,0.000158049,0.0000126407,0.0037856613,0.0039716028,0.004472345
AQUE,2023,1-Winter,0,0,0,-99999,-99999,-99999,0,0,0,-99999,-99999,-99999
AQUE,2023,2-Spring,0,0,0,-99999,-99999,-99999,0,0,0,-99999,-99999,-99999
AQUE,2023,3-Summer,0,0,0,-99999,-99999,-99999,0,0,0,-99999,-99999,-99999
AQUE,2023,4-Autumn,0,0,0,-99999,-99999,-99999,0,0,0,-99999,-99999,-99999
AQUE,2024,1-Winter,0,0,0,-99999,-99999,-99999,0,0,0,-99999,-99999,-99999
MOHK,2002,3-Summer,0.0472650499,0.0129490935,0.0007523534,0.0347958527,0.0365012435,0.0318663121,0.0047989981,0.0013441842,0.0001127074,0.0027188675,0.0027980124,0.0031639295
MOHK,2002,4-Autumn,0.0228307052,0.0057428313,0.0003630316,0.0333819035,0.0320941359,0.0395706527,0.0046590927,0.0012548121,0.0000734157,0.0062280732,0.006277026,0.0065404063
MOHK,2003,1-Winter,0.0088342679,0.0024691653,0.0001767653,0.0416297232,0.0440851383,0.0430630782,0.0017738496,0.0004846893,0.0000399252,0.0061027081,0.0061978923,0.0064341004
MOHK,2003,2-Spring,0.0068627397,0.0022136221,0.000148284,0.04079304,0.0406658437,0.0373716023,0.0008462309,0.0002840386,0.0000237848,0.0045543092,0.0046160156,0.004938882
MOHK,2003,3-Summer,0.0126867779,0.0042689614,0.0003053688,0.033102083,0.0341507732,0.0361789376,0.0010532288,0.00039442,0.000042108,0.0021381001,0.002260169,0.0029368894
MOHK,2003,4-Autumn,0.0194827127,0.0054158483,0.000323657,0.0305920473,0.0277186403,0.0270535091,0.0021629995,0.0006921691,0.0000528147,0.003141669,0.0032434387,0.0037196898
MOHK,2004,1-Winter,0.0119405708,0.0031041142,0.000229921,0.0266814742,0.026261805,0.0245126924,0.0020920205,0.0005646533,0.0000464703,0.0044017597,0.0043828886,0.0042144225
MOHK,2004,2-Spring,0.0090512812,0.0023581221,0.0001522349,0.0425690145,0.0432024642,0.0444977378,0.0009668869,0.0002621876,0.000021244,0.0040164941,0.004099847,0.0043623072
MOHK,2004,3-Summer,0.015058126,0.0043894529,0.0002428526,0.0346693588,0.035752151,0.0339699475,0.0016095986,0.0004982325,0.0000354584,0.0029411492,0.0030135094,0.0034083616
MOHK,2004,4-Autumn,0.0166563084,0.004408982,0.0002434301,0.0392488736,0.0381014151,0.0384720147,0.0019324544,0.0005607603,0.0000387121,0.0043404086,0.0044067425,0.0046491352
MOHK,2005,1-Winter,0.0127796765,0.0034362886,0.0001971281,0.0550333254,0.0540893915,0.0547136393,0.0022696665,0.0006193813,0.0000380095,0.0083590399,0.0083731025,0.008675666
MOHK,2005,2-Spring,0.0079147099,0.0021081335,0.0001828994,0.0370813377,0.0380623486,0.0414906739,0.0006933132,0.0001992127,0.0000217147,0.0023571083,0.0025311062,0.003062017
MOHK,2005,3-Summer,0.011877299,0.0032946735,0.0002079529,0.0298391076,0.0304517563,0.0262531541,0.0012000503,0.0003521899,0.0000326397,0.002476489,0.002581949,0.0029363596
MOHK,2005,4-Autumn,0.0084055177,0.0022382979,0.0001280225,0.0269328538,0.0261647836,0.0269530593,0.0011276996,0.0003256224,0.0000229412,0.0040726263,0.00416639,0.0044123031
MOHK,2006,1-Winter,0.0016671957,0.0004417573,0.0000229765,0.0307258215,0.0312075338,0.0313494146,0.0005215421,0.0001402937,8.2101053E-6,0.005759412,0.0058205622,0.0060398725
MOHK,2006,2-Spring,0.0019602503,0.0005571388,0.0000298859,0.0438704638,0.0445981173,0.0433433677,0.0001781739,0.0000563708,4.1349387E-6,0.003158849,0.0032230744,0.0037128853
MOHK,2006,3-Summer,0.0088711682,0.0025784074,0.0000879677,0.0405287329,0.0403583641,0.035422257,0.0006082041,0.0002081015,0.0000108619,0.0021537175,0.0022461007,0.0027848461
MOHK,2006,4-Autumn,0.0228980721,0.0070590161,0.0003451092,0.033710543,0.0345158705,0.0395126377,0.0023328478,0.0007968518,0.0000516804,0.0028631055,0.0030168961,0.0034534682
MOHK,2007,1-Winter,0.032062868,0.0087964743,0.0006918307,0.0411527212,0.039337318,0.0441959188,0.0028251317,0.0008538837,0.0000837023,0.0031551796,0.0032314922,0.0036330127
MOHK,2007,2-Spring,0.0337171811,0.0082214303,0.0005767439,0.0351077792,0.0347724822,0.0330143655,0.002997864,0.0008061545,0.0000780715,0.002689386,0.0027750795,0.0032940189
MOHK,2007,3-Summer,0.0181021166,0.0047048922,0.0002310353,0.0288151678,0.0290156043,0.0236588567,0.0020092305,0.0005474378,0.0000371484,0.0029778183,0.0030584463,0.0035241959
MOHK,2007,4-Autumn,0.0146572606,0.0037681708,0.0002719691,0.0367424305,0.0366233968,0.0423773737,0.0017242274,0.0004820248,0.0000420366,0.0048382496,0.0048801699,0.0052466707
MOHK,2008,1-Winter,0.0064727856,0.0016564718,0.0001311394,0.0517717683,0.0530957952,0.0546447342,0.0010050255,0.0002603014,0.0000216803,0.007392961,0.0073880729,0.0075663098
MOHK,2008,2-Spring,0.0085974631,0.0025099811,0.0001598245,0.0518645403,0.0517340278,0.0485398348,0.0007892047,0.0002454732,0.0000220056,0.0032435995,0.0033120974,0.0036787896
MOHK,2008,3-Summer,0.0125619639,0.0038349848,0.0001557479,0.0317415768,0.0322125554,0.028364264,0.0009759588,0.0003224554,0.0000210411,0.0021116518,0.0022168715,0.002810491
MOHK,2008,4-Autumn,0.028934017,0.0099877953,0.0005745744,0.0397902622,0.0412360396,0.0456833042,0.0029527773,0.0010516485,0.0000747581,0.0037210659,0.0037914173,0.0042893554
MOHK,2009,1-Winter,0.0343620872,0.0091680726,0.000828987,0.0360578232,0.0333642894,0.0379352629,0.0031262523,0.0009403243,0.0001116327,0.0027205113,0.0027933386,0.0033254016
MOHK,2009,2-Spring,0.0445181402,0.011482662,0.0009129927,0.0420078059,0.0415643721,0.0357347076,0.0043226085,0.0011676837,0.0001325248,0.0035627889,0.0036292079,0.0039290604
MOHK,2009,3-Summer,0.0162189784,0.0046721347,0.0002390784,0.0353752939,0.0367482248,0.0365149932,0.0023293595,0.0006823262,0.0000438826,0.0046096023,0.0046831023,0.0050604761
MOHK,2009,4-Autumn,0.0104079558,0.0028857122,0.0001479936,0.0503191742,0.0497400775,0.0507810275,0.0011679054,0.0003434622,0.0000219415,0.0051578335,0.0052242464,0.0055734007
MOHK,2010,1-Winter,0.0036844793,0.0011206857,0.0000728627,0.0382849924,0.0391650919,0.0418852264,0.0007442103,0.0002278123,0.0000155621,0.0074207312,0.0074109899,0.0073671195
MOHK,2010,2-Spring,0.0008726689,0.000283374,0.0000236474,0.0451253072,0.0459058153,0.0440138603,0.0001387351,0.0000470008,4.7461929E-6,0.0050501053,0.0051555391,0.0053881831
MOHK,2010,3-Summer,0.0081938467,0.0027621369,0.0001834762,0.0474695906,0.0478989992,0.048932849,0.0005203365,0.0002166218,0.0000252771,0.0014569845,0.0016203594,0.0024978563
MOHK,2010,4-Autumn,0.011403228,0.0039390484,0.0003066681,0.0255144232,0.0255325315,0.0271117066,0.0009890403,0.0003739777,0.0000425955,0.0019292705,0.0020363006,0.0026666846
MOHK,2011,1-Winter,0.0232675445,0.0063600062,0.0004810345,0.037421012,0.0341106935,0.0343807022,0.0023089354,0.0006800825,0.0000698629,0.0030480986,0.0031661055,0.0036405659
MOHK,2011,2-Spring,0.034853617,0.0102890741,0.0007304722,0.0384230672,0.0398262483,0.0371475511,0.0034276353,0.0010843308,0.0001033162,0.0033756011,0.0034393074,0.0037919671
MOHK,2011,3-Summer,0.0258181646,0.0072086319,0.0003457328,0.0287238394,0.0262140329,0.0243990497,0.0026695085,0.0008530513,0.0000545322,0.0025899455,0.0026899287,0.0031516808
MOHK,2011,4-Autumn,0.0158226201,0.0045635604,0.0003091512,0.0260272707,0.0292732408,0.0319680787,0.0016645619,0.0004866251,0.0000430895,0.002416906,0.0025605052,0.0030713893
MOHK,2012,1-Winter,0.0183264123,0.0059063893,0.0004638935,0.03282902,0.0330011116,0.0355873228,0.0020643781,0.0007145194,0.0000675012,0.0035600054,0.0036329554,0.0039552112
MOHK,2012,2-Spring,0.0136553959,0.0034757212,0.0002001796,0.0283925835,0.0271640348,0.020736327,0.0015282577,0.0004427318,0.000040885,0.0027223808,0.0027042411,0.0031846442
MOHK,2012,3-Summer,0.0078248955,0.0023962105,0.0000760774,0.0235638425,0.0246144661,0.0216506068,0.0009817081,0.0003078752,0.0000135158,0.0028133159,0.0029062738,0.0032693652
MOHK,2012,4-Autumn,0.0090943906,0.0030800623,0.0001599176,0.0426192206,0.0419938803,0.0490361122,0.0012404437,0.0004516009,0.0000251437,0.0055408185,0.0055982922,0.005858218
MOHK,2013,1-Winter,0.0065867749,0.0022622953,0.000166045,0.0315034064,0.0339542919,0.0333347525,0.0007914328,0.0002842708,0.0000288738,0.0030018404,0.0030904991,0.0035533627
MOHK,2013,2-Spring,0.0043373685,0.0012912396,0.0000554392,0.027743541,0.02654458,0.0214700294,0.0005754432,0.0001988925,0.0000136496,0.0034731355,0.0035552597,0.0040096065
MOHK,2013,3-Summer,0.0067305704,0.0020193736,0.0000803318,0.0226733895,0.022200892,0.0211123819,0.0006485213,0.0002246795,0.0000165632,0.0014346558,0.0016620293,0.002787037
MOHK,2013,4-Autumn,0.0056433514,0.0016261377,0.0000468596,0.0210829102,0.0212240483,0.0174269757,0.0006320678,0.0002052351,9.4053139E-6,0.0020689271,0.0022853459,0.0029823656
MOHK,2014,1-Winter,0.0074899896,0.0021529066,0.0001155154,0.0295688942,0.0306159414,0.0400998962,0.0012625076,0.0003780388,0.000021838,0.0043085227,0.0044476139,0.0049944562
MOHK,2014,2-Spring,0.0061735141,0.0020558898,0.0000806337,0.0368124017,0.0371811778,0.0313020371,0.0005292006,0.0001881451,0.0000122058,0.002031008,0.0021543043,0.002950763
MOHK,2014,3-Summer,0.0079158648,0.00313853,0.0000809561,0.0252665113,0.0269732377,0.0261574399,0.000846556,0.0003539794,0.0000124514,0.0023269769,0.0024365495,0.0029999491
MOHK,2014,4-Autumn,0.0104391268,0.0038021446,0.0001640004,0.0252880115,0.0252421086,0.0310604314,0.0011531929,0.000447041,0.0000236943,0.0025847365,0.0026627659,0.003234165
MOHK,2015,1-Winter,0.0179451629,0.0070605608,0.0002812315,0.0399007632,0.039151717,0.0381040904,0.0024597897,0.0010455269,0.0000502328,0.0051294252,0.0051979418,0.0055209024
MOHK,2015,2-Spring,0.0179221269,0.0063241075,0.0003108468,0.0338192841,0.0335993196,0.034422048,0.0016821503,0.0006417515,0.000044604,0.0029967611,0.0030548615,0.003602633
MOHK,2015,3-Summer,0.0170025032,0.0059232698,0.000155964,0.0267507547,0.0269896771,0.0212097198,0.002483261,0.0009170573,0.0000349588,0.0037672218,0.0038081049,0.0040496422
MOHK,2015,4-Autumn,0.0033909288,0.0011949392,0.0000478728,0.0203830281,0.0192725889,0.0284017911,0.0010450076,0.0003876759,0.0000124173,0.0058959871,0.0058926225,0.0064000744
MOHK,2016,1-Winter,0.0005860591,0.0001868053,0.0000145628,0.0382929852,0.0372794375,0.038389866,0.0002061146,0.0000679773,4.5953236E-6,0.0092333146,0.0090894086,0.0092180717
MOHK,2016,2-Spring,0.0014799255,0.0004797565,0.0000204644,0.0566540135,0.0577688856,0.054103488,0.0001201865,0.0000480934,2.9857992E-6,0.0043899404,0.0044398068,0.0047196045
MOHK,2016,3-Summer,0.0033703106,0.0012569066,0.0000580571,0.0280944438,0.0294135036,0.0306130735,0.0003772333,0.0001509597,8.7388355E-6,0.0020314313,0.0021729893,0.002803011
MOHK,2016,4-Autumn,0.0191457231,0.0059212908,0.0003716601,0.0448660228,0.0426007509,0.0458835565,0.0018692077,0.0006526579,0.0000516912,0.0034377565,0.0035344325,0.0038813621
MOHK,2017,1-Winter,0.0186466075,0.0054733396,0.000396621,0.0461478733,0.0484087311,0.0498826914,0.003801833,0.0010887505,0.000083006,0.0080564881,0.0080759108,0.0082382652
MOHK,2017,2-Spring,0.0150338361,0.0049046804,0.000317369,0.0361661245,0.0354405552,0.0310289225,0.0012088923,0.0004452763,0.000042365,0.0022230256,0.0023608516,0.002857463
MOHK,2017,3-Summer,0.0211102636,0.0066436722,0.0002135617,0.0304692811,0.029692524,0.0271983062,0.0022500068,0.0007697684,0.0000342041,0.0026772184,0.0027922062,0.0031986347
MOHK,2017,4-Autumn,0.0111565338,0.0033002939,0.0001833997,0.026239331,0.0257576641,0.0286478996,0.0014875595,0.0004697807,0.0000299741,0.0030466101,0.0031094191,0.0036188987
MOHK,2018,1-Winter,0.0134596477,0.0040623056,0.0002768746,0.0422580463,0.0423315905,0.0487475655,0.0015693971,0.0005028117,0.0000344356,0.0045298113,0.0046007328,0.0047212847
MOHK,2018,2-Spring,0.0161549014,0.0049894977,0.0002966274,0.0301711417,0.0298512339,0.0255406051,0.0013647971,0.0004751561,0.0000485916,0.00201351,0.002106961,0.0028416137
MOHK,2018,3-Summer,0.0071513143,0.0019785511,0.0001114188,0.0175174794,0.016876765,0.017559396,0.0012316482,0.0003936794,0.0000274071,0.003298668,0.0033840444,0.0037827066
MOHK,2018,4-Autumn,0.0051441507,0.0015505333,0.0000664369,0.0584179167,0.0600715983,0.0578698093,0.0009734854,0.0002970604,0.0000152625,0.0099526997,0.0099857999,0.01015924
MOHK,2019,1-Winter,0.0013684909,0.0004184553,0.0000210038,0.0775332063,0.0767999844,0.0804319867,0.0002308841,0.0000737963,4.1115476E-6,0.0096357779,0.0096620378,0.0098111339
MOHK,2019,2-Spring,0.0058274459,0.0018326946,0.0000954428,0.0614662362,0.0616073377,0.0596260859,0.0003550567,0.000139965,0.0000146843,0.0023449882,0.0024310731,0.0030801108
MOHK,2019,3-Summer,0.009086214,0.0028416171,0.0001252458,0.0170144843,0.0167776196,0.0165304566,0.0007579058,0.0002758565,0.0000212481,0.0012159812,0.0013753991,0.0023695337
MOHK,2019,4-Autumn,0.015704996,0.0046947539,0.0002297155,0.0242845818,0.0236516962,0.0232937712,0.0018540268,0.000606839,0.0000376075,0.0026654708,0.0027363776,0.0031289096
MOHK,2020,1-Winter,0.029451105,0.00822237,0.0002576564,0.0346390603,0.0339802199,0.026744224,0.0025547019,0.0007743927,0.0000372497,0.0027824943,0.0029009355,0.0034387593
MOHK,2020,3-Summer,0.0423082015,0.0114731985,0.0005333622,0.0383233581,0.0382032405,0.0429343668,0.0044893243,0.0012426221,0.000068227,0.0035555889,0.0036012392,0.0037099185
MOHK,2020,4-Autumn,0.0150746155,0.0040857033,0.0002297226,0.0309442996,0.0304678604,0.0351920887,0.0020956101,0.000585366,0.0000369261,0.0040589911,0.0041168118,0.0045640509
MOHK,2021,1-Winter,0.0065837851,0.0018288123,0.0001372551,0.0320244396,0.0334150117,0.0329468572,0.0007461564,0.0002139057,0.0000197742,0.0030601355,0.0031677057,0.0035749851
MOHK,2021,2-Spring,0.0082697679,0.0025262361,0.000198992,0.0289341168,0.0294902743,0.0299694968,0.0008238039,0.0002691535,0.0000285116,0.0020183666,0.0021532018,0.0026809243
MOHK,2021,3-Summer,0.0045542878,0.0015048616,0.000043649,0.0164956264,0.0173105599,0.0103148126,0.0007170353,0.0002661708,0.000015008,0.0023120471,0.0026391747,0.0030559907
MOHK,2021,4-Autumn,0.005474672,0.001521369,0.000088155,0.0367014354,0.0367713296,0.0443809867,0.0007416578,0.0002139378,0.0000127623,0.0045970857,0.0046469468,0.0049482876
MOHK,2022,1-Winter,0.004304777,0.0012650037,0.000084461,0.084854668,0.0846038606,0.0843407004,0.0006454622,0.0001965451,0.0000152136,0.0109705761,0.0110303271,0.01114496
MOHK,2022,2-Spring,0.0017227663,0.0005034395,0.0000338793,0.0711663485,0.0716591233,0.0721764242,0.0002135514,0.0000648601,5.4188163E-6,0.0072390566,0.0072640219,0.0074495601
MOHK,2022,3-Summer,0.0030813261,0.0009478698,0.0000406116,0.0487801205,0.0500394784,0.0383988516,0.0003765583,0.000126971,8.372366E-6,0.0060663178,0.0064034154,0.0073762845
MOHK,2022,4-Autumn,0.0110042478,0.0033234361,0.0002082679,0.0326474003,0.0348631644,0.0356362297,0.0013637817,0.0004680325,0.0000407586,0.0036176634,0.0041297077,0.0058328905
MOHK,2023,1-Winter,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
MOHK,2023,2-Spring,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
MOHK,2023,3-Summer,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
MOHK,2023,4-Autumn,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
MOHK,2024,1-Winter,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
